level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	640	720	-1	
2	1	1	0	0	0	59	219	186	28	-1	
3	1	1	1	0	0	59	219	186	28	-1	
4	1	1	1	1	0	59	219	186	28	-1	
5	1	1	1	1	1	59	219	77	28	93	Shape
5	1	1	1	1	2	146	229	25	10	86	—
5	1	1	1	1	3	181	219	64	23	96	Color
2	1	2	0	0	0	59	280	493	59	-1	
3	1	2	1	0	0	59	280	493	59	-1	
4	1	2	1	1	0	59	280	277	17	-1	
5	1	2	1	1	1	59	280	26	13	94	Full
5	1	2	1	1	2	92	280	65	13	96	Factorial
5	1	2	1	1	3	164	280	44	13	96	Mixed
5	1	2	1	1	4	216	280	56	13	96	Factors
5	1	2	1	1	5	279	280	57	17	96	Design:
4	1	2	1	2	0	105	307	447	17	-1	
5	1	2	1	2	1	105	307	16	14	96	16
5	1	2	1	2	2	128	307	60	17	96	(Shape)
5	1	2	1	2	3	195	311	7	10	95	x
5	1	2	1	2	4	209	308	8	13	95	5
5	1	2	1	2	5	224	307	46	17	95	(Color
5	1	2	1	2	6	277	307	82	15	95	Difference)
5	1	2	1	2	7	366	311	7	10	95	x
5	1	2	1	2	8	379	307	9	14	95	3
5	1	2	1	2	9	395	307	36	15	96	(LAB
5	1	2	1	2	10	437	307	37	14	96	Axis)
5	1	2	1	2	11	481	311	7	10	96	x
5	1	2	1	2	12	494	307	9	14	96	6
5	1	2	1	2	13	509	307	43	17	96	(Size)
4	1	2	1	3	0	143	331	2	8	-1	
5	1	2	1	3	1	143	331	2	8	46	y
2	1	3	0	0	0	277	320	177	28	-1	
3	1	3	1	0	0	277	320	177	28	-1	
4	1	3	1	1	0	277	320	177	28	-1	
5	1	3	1	1	1	277	320	26	28	78	within
5	1	3	1	1	2	449	333	5	4	77	n
2	1	4	0	0	0	16	174	600	372	-1	
3	1	4	1	0	0	16	174	600	372	-1	
4	1	4	1	1	0	16	174	600	372	-1	
5	1	4	1	1	1	16	174	600	372	95	 

