level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	640	720	-1	
2	1	1	0	0	0	68	309	487	66	-1	
3	1	1	1	0	0	68	309	487	66	-1	
4	1	1	1	1	0	68	309	487	31	-1	
5	1	1	1	1	1	68	310	136	30	96	Measuring
5	1	1	1	1	2	215	310	40	24	93	the
5	1	1	1	1	3	266	309	154	31	92	Separability
5	1	1	1	1	4	430	309	24	25	96	of
5	1	1	1	1	5	464	309	91	31	96	Shape,
4	1	1	1	2	0	112	344	401	31	-1	
5	1	1	1	2	1	112	344	62	28	96	Size,
5	1	1	1	2	2	186	345	47	23	96	and
5	1	1	1	2	3	245	344	70	24	96	Color
5	1	1	1	2	4	325	345	20	23	93	in
5	1	1	1	2	5	357	344	156	31	92	Scatterplots
2	1	2	0	0	0	16	174	600	372	-1	
3	1	2	1	0	0	16	174	600	372	-1	
4	1	2	1	1	0	16	174	600	372	-1	
5	1	2	1	1	1	16	174	600	372	95	 

