level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	640	720	-1	
2	1	1	0	0	0	117	240	127	10	-1	
3	1	1	1	0	0	117	240	127	10	-1	
4	1	1	1	1	0	117	240	127	10	-1	
5	1	1	1	1	1	117	240	127	10	84	Social/Network-level
2	1	2	0	0	0	128	265	131	9	-1	
3	1	2	1	0	0	128	265	131	9	-1	
4	1	2	1	1	0	128	265	131	9	-1	
5	1	2	1	1	1	128	267	25	5	39	aciltate
5	1	2	1	1	2	168	266	32	6	65	Network-Level
5	1	2	1	1	3	227	265	32	9	30	Recipn
2	1	3	0	0	0	118	356	64	13	-1	
3	1	3	1	0	0	118	356	64	13	-1	
4	1	3	1	1	0	118	356	64	13	-1	
5	1	3	1	1	1	118	356	64	13	82	Dyad-level
2	1	4	0	0	0	74	220	492	282	-1	
3	1	4	1	0	0	74	220	492	282	-1	
4	1	4	1	1	0	74	220	492	282	-1	
5	1	4	1	1	1	74	220	492	282	95	 
2	1	5	0	0	0	326	240	93	10	-1	
3	1	5	1	0	0	326	240	93	10	-1	
4	1	5	1	1	0	326	240	93	10	-1	
5	1	5	1	1	1	326	240	93	10	80	Individual-level
2	1	6	0	0	0	337	343	164	19	-1	
3	1	6	1	0	0	337	343	164	19	-1	
4	1	6	1	1	0	353	343	148	9	-1	
5	1	6	1	1	1	346	331	24	28	76	ased
5	1	6	1	1	2	376	331	47	28	95	awareness
5	1	6	1	1	3	426	343	34	7	66	about
5	1	6	1	1	4	454	331	31	28	66	stigma
5	1	6	1	1	5	484	331	17	28	95	for
4	1	6	1	2	0	337	354	86	8	-1	
5	1	6	1	2	1	337	354	23	8	60	‘thers
5	1	6	1	2	2	363	343	12	28	63	in
5	1	6	1	2	3	379	356	35	6	89	network
5	1	6	1	2	4	419	354	4	4	72	®
2	1	7	0	0	0	329	371	108	10	-1	
3	1	7	1	0	0	329	371	108	10	-1	
4	1	7	1	1	0	329	371	108	10	-1	
5	1	7	1	1	1	329	371	18	8	92	Feel
5	1	7	1	1	2	351	371	78	10	92	unacknowledged
5	1	7	1	1	3	433	371	4	4	92	*
2	1	8	0	0	0	329	389	141	18	-1	
3	1	8	1	0	0	329	389	141	18	-1	
4	1	8	1	1	0	329	389	141	9	-1	
5	1	8	1	1	1	329	389	30	9	71	Impact
5	1	8	1	1	2	363	377	21	28	54	one’s
5	1	8	1	1	3	401	389	20	7	51	attitudes
5	1	8	1	1	4	432	392	8	4	91	on
5	1	8	1	1	5	446	389	24	7	91	future
4	1	8	1	2	0	337	400	25	7	-1	
5	1	8	1	2	1	337	400	57	7	0	disclosures
2	1	9	0	0	0	329	417	82	42	-1	
3	1	9	1	0	0	329	417	82	42	-1	
4	1	9	1	1	0	329	417	51	7	-1	
5	1	9	1	1	1	329	417	37	7	91	Reframe
5	1	9	1	1	2	370	420	10	4	91	on
4	1	9	1	2	0	329	434	53	8	-1	
5	1	9	1	2	1	329	434	53	8	68	Transition
5	1	9	1	2	2	369	423	15	28	74	in
4	1	9	1	3	0	329	451	82	8	-1	
5	1	9	1	3	1	329	451	10	8	92	Feel
5	1	9	1	3	2	351	454	7	5	93	more
5	1	9	1	3	3	369	451	42	8	89	authent
2	1	10	0	0	0	329	469	52	7	-1	
3	1	10	1	0	0	329	469	52	7	-1	
4	1	10	1	1	0	329	469	52	7	-1	
5	1	10	1	1	1	329	469	23	7	84	Feel
5	1	10	1	1	2	358	469	23	7	63	cathars

