level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	640	720	-1	
2	1	1	0	0	0	56	220	375	26	-1	
3	1	1	1	0	0	56	220	375	26	-1	
4	1	1	1	1	0	56	220	375	26	-1	
5	1	1	1	1	1	56	220	83	20	96	Results:
5	1	1	1	1	2	149	220	137	26	96	Comparison
5	1	1	1	1	3	296	223	22	17	96	to
5	1	1	1	1	4	329	220	102	20	96	Baselines
2	1	2	0	0	0	292	267	164	28	-1	
3	1	2	1	0	0	292	267	164	28	-1	
4	1	2	1	1	0	292	267	164	28	-1	
5	1	2	1	1	1	292	267	48	28	21	mClench
5	1	2	1	1	2	400	277	56	9	92	HandHeld
2	1	3	0	0	0	115	404	447	51	-1	
3	1	3	1	0	0	115	404	447	51	-1	
4	1	3	1	1	0	115	404	436	10	-1	
5	1	3	1	1	1	115	404	30	10	40	Taskt
5	1	3	1	1	2	196	404	31	10	92	Task2
5	1	3	1	1	3	519	405	32	9	60	Task6
4	1	3	1	2	0	118	426	444	12	-1	
5	1	3	1	2	1	118	426	26	9	69	Click
5	1	3	1	2	2	189	426	45	12	93	Multiple
5	1	3	1	2	3	324	429	37	6	40	nC
5	1	3	1	2	4	432	426	46	9	87	Discrete
5	1	3	1	2	5	503	426	59	9	0	Continuo:
4	1	3	1	3	0	193	446	363	9	-1	
5	1	3	1	3	1	193	446	38	9	95	Choice
5	1	3	1	3	2	434	446	41	9	89	Control
5	1	3	1	3	3	527	446	29	9	78	ontrol
2	1	4	0	0	0	470	479	115	13	-1	
3	1	4	1	0	0	470	479	115	13	-1	
4	1	4	1	1	0	470	479	115	13	-1	
5	1	4	1	1	1	470	480	3	4	92	*
5	1	4	1	1	2	478	479	35	10	95	shows
5	1	4	1	1	3	518	479	67	13	94	significance
2	1	5	0	0	0	0	174	640	372	-1	
3	1	5	1	0	0	0	174	640	372	-1	
4	1	5	1	1	0	0	174	640	372	-1	
5	1	5	1	1	1	0	174	640	372	95	 

