level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	640	720	-1	
2	1	1	0	0	0	88	190	246	14	-1	
3	1	1	1	0	0	88	190	246	14	-1	
4	1	1	1	1	0	88	190	246	14	-1	
5	1	1	1	1	1	88	190	118	14	96	CONSTRAINTS
5	1	1	1	1	2	212	193	24	10	93	ON
5	1	1	1	1	3	246	194	12	10	90	X,
5	1	1	1	1	4	267	192	4	11	91	Y
5	1	1	1	1	5	282	193	35	10	88	AND
5	1	1	1	1	6	322	190	12	13	90	Z
2	1	2	0	0	0	143	334	91	29	-1	
3	1	2	1	0	0	143	334	91	29	-1	
4	1	2	1	1	0	144	334	70	14	-1	
5	1	2	1	1	1	144	335	16	10	93	Hit
5	1	2	1	1	2	166	334	20	11	93	the
5	1	2	1	1	3	191	335	23	13	92	targ
4	1	2	1	2	0	143	350	91	13	-1	
5	1	2	1	2	1	143	352	28	11	93	than
5	1	2	1	2	2	178	350	11	11	74	¥
5	1	2	1	2	3	195	355	19	8	95	(no
5	1	2	1	2	4	219	355	15	7	71	mi
2	1	3	0	0	0	143	405	92	14	-1	
3	1	3	1	0	0	143	405	92	14	-1	
4	1	3	1	1	0	143	405	92	14	-1	
5	1	3	1	1	1	143	405	11	11	95	The
5	1	3	1	1	2	172	406	63	13	95	amplitude
2	1	4	0	0	0	70	174	494	372	-1	
3	1	4	1	0	0	70	174	494	372	-1	
4	1	4	1	1	0	70	174	494	372	-1	
5	1	4	1	1	1	70	174	494	372	95	 

