level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	640	720	-1	
2	1	1	0	0	0	395	259	73	46	-1	
3	1	1	1	0	0	395	259	73	46	-1	
4	1	1	1	1	0	395	259	73	12	-1	
5	1	1	1	1	1	395	259	73	12	71	PagerButton
4	1	1	1	2	0	395	277	57	10	-1	
5	1	1	1	2	1	395	277	36	10	96	Linear
5	1	1	1	2	2	438	277	14	10	96	Fit
4	1	1	1	3	0	395	296	52	9	-1	
5	1	1	1	3	1	395	296	31	9	96	Front
5	1	1	1	3	2	432	296	15	9	96	Fit
2	1	2	0	0	0	300	505	55	11	-1	
3	1	2	1	0	0	300	505	55	11	-1	
4	1	2	1	1	0	300	505	55	11	-1	
5	1	2	1	1	1	300	505	9	11	93	Ip
5	1	2	1	1	2	319	505	36	11	77	(bits)
2	1	3	0	0	0	70	174	494	372	-1	
3	1	3	1	0	0	70	174	494	372	-1	
4	1	3	1	1	0	70	174	494	372	-1	
5	1	3	1	1	1	70	174	494	372	95	 

