level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	640	720	-1	
2	1	1	0	0	0	88	190	355	14	-1	
3	1	1	1	0	0	88	190	355	14	-1	
4	1	1	1	1	0	88	190	355	14	-1	
5	1	1	1	1	1	88	190	137	13	95	DISTINGUISHING
5	1	1	1	1	2	232	190	66	14	96	ERRORS
5	1	1	1	1	3	304	193	46	10	93	FROM
5	1	1	1	1	4	357	190	86	13	92	ERASURES
2	1	2	0	0	0	114	223	307	14	-1	
3	1	2	1	0	0	114	223	307	14	-1	
4	1	2	1	1	0	114	223	307	14	-1	
5	1	2	1	1	1	114	223	77	13	95	Participants
5	1	2	1	1	2	209	223	53	10	96	sometimes
5	1	2	1	1	3	275	226	20	7	89	miss
5	1	2	1	1	4	302	213	18	30	96	the
5	1	2	1	1	5	327	213	41	30	96	target
5	1	2	1	1	6	372	223	31	10	86	(rate
5	1	2	1	1	7	405	213	15	30	71	<)
2	1	3	0	0	0	308	253	70	12	-1	
3	1	3	1	0	0	308	253	70	12	-1	
4	1	3	1	1	0	308	253	70	12	-1	
5	1	3	1	1	1	308	258	8	7	55	y
5	1	3	1	1	2	323	253	55	11	92	Erasures
2	1	4	0	0	0	228	468	52	10	-1	
3	1	4	1	0	0	228	468	52	10	-1	
4	1	4	1	1	0	228	468	52	10	-1	
5	1	4	1	1	1	228	477	5	1	86	's
5	1	4	1	1	2	239	468	41	10	90	center
2	1	5	0	0	0	238	491	47	8	-1	
3	1	5	1	0	0	238	491	47	8	-1	
4	1	5	1	1	0	238	491	47	8	-1	
5	1	5	1	1	1	238	491	39	8	78	ments
5	1	5	1	1	2	284	492	1	7	89	i
2	1	6	0	0	0	70	174	494	372	-1	
3	1	6	1	0	0	70	174	494	372	-1	
4	1	6	1	1	0	70	174	494	372	-1	
5	1	6	1	1	1	70	174	494	372	95	 

