level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	640	720	-1	
2	1	1	0	0	0	60	220	88	21	-1	
3	1	1	1	0	0	60	220	88	21	-1	
4	1	1	1	1	0	60	220	88	21	-1	
5	1	1	1	1	1	60	220	88	21	96	Results
2	1	2	0	0	0	59	266	287	18	-1	
3	1	2	1	0	0	59	266	287	18	-1	
4	1	2	1	1	0	59	266	287	18	-1	
5	1	2	1	1	1	59	266	25	14	91	H2:
5	1	2	1	1	2	91	266	55	14	93	Denser
5	1	2	1	1	3	152	266	55	17	96	shapes
5	1	2	1	1	4	213	266	23	14	94	will
5	1	2	1	1	5	242	270	54	13	96	appear
5	1	2	1	1	6	303	266	43	18	96	larger
2	1	3	0	0	0	16	174	600	372	-1	
3	1	3	1	0	0	16	174	600	372	-1	
4	1	3	1	1	0	16	174	600	372	-1	
5	1	3	1	1	1	16	174	600	372	95	 

