0.0	4.0
4.67	42.0
42.67	59.33
60.0	86.0
86.67	116.67
117.33	145.33
146.0	162.67
191.33	211.33
212.0	231.33
232.0	239.33
240.0	259.33
260.0	266.67
267.33	286.67
287.33	299.33
300.0	329.33
332.67	350.67
351.33	360.67
361.33	408.0
408.67	427.33
428.0	442.0
442.67	456.0
456.67	471.33
472.0	491.33
492.0	499.33
500.0	518.67
520.0	542.67
543.33	554.67
555.33	569.33
570.0	581.33
582.0	594.67
595.33	598.67
599.33	30.07
602.67	607.33
608.0	655.33
656.0	663.33
664.0	673.33
674.0	696.0
696.67	709.33
710.0	721.33
722.0	732.67
733.33	742.0
742.67	758.0
768.0	778.67
779.33	792.67
793.33	809.33
810.0	832.0
832.67	848.0
848.67	866.0
866.67	893.33
894.0	906.67
907.33	1114.67
