0.0	3.33
4.0	32.67
37.33	1.97
46.0	50.0
52.0	65.33
66.0	70.67
71.33	79.33
80.0	4.1
83.33	90.0
90.67	104.67
105.33	114.0
114.67	121.33
122.0	127.33
128.0	142.67
143.33	158.0
158.67	196.0
196.67	203.33
204.0	220.67
221.33	255.33
336.67	362.67
363.33	374.67
375.33	418.0
418.67	436.67
437.33	494.67
495.33	516.0
516.67	534.0
534.67	541.33
547.33	556.0
556.67	572.0
572.67	604.0
604.67	615.33
616.0	628.0
628.67	634.0
644.0	658.0
737.33	753.33
754.0	783.33
784.0	795.33
796.0	818.67
819.33	828.0
828.67	834.67
835.33	844.0
844.67	851.33
852.0	855.33
856.0	862.0
873.33	879.33
880.0	909.33
910.0	1055.33
1058.67	1122.0
