level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	640	720	-1	
2	1	1	0	0	0	107	313	459	16	-1	
3	1	1	1	0	0	107	313	459	16	-1	
4	1	1	1	1	0	107	313	459	16	-1	
5	1	1	1	1	1	107	313	66	16	96	(Mother):
5	1	1	1	1	2	184	313	44	14	96	Alexa!
5	1	1	1	1	3	235	313	42	14	96	South
5	1	1	1	1	4	284	314	41	13	96	Korea
5	1	1	1	1	5	331	314	10	12	96	is
5	1	1	1	1	6	347	314	30	13	96	East
5	1	1	1	1	7	381	314	40	13	96	Asian
5	1	1	1	1	8	427	317	15	10	96	or
5	1	1	1	1	9	447	313	75	14	96	Southeast
5	1	1	1	1	10	527	314	39	13	97	Asian
2	1	2	0	0	0	107	370	196	16	-1	
3	1	2	1	0	0	107	370	196	16	-1	
4	1	2	1	1	0	107	370	196	16	-1	
5	1	2	1	1	1	107	370	53	16	96	(Alexa):
5	1	2	1	1	2	167	371	41	15	96	Sorry,
5	1	2	1	1	3	215	370	21	13	67	I'm
5	1	2	1	1	4	242	372	25	11	96	not
5	1	2	1	1	5	272	374	31	9	91	sure.
2	1	3	0	0	0	0	174	640	372	-1	
3	1	3	1	0	0	0	174	640	372	-1	
4	1	3	1	1	0	0	174	640	372	-1	
5	1	3	1	1	1	0	174	640	372	95	 

