0,4
0,5
0,6
0,15
0,17
0,28
0,37
0,42
0,51
1,1
1,5
1,14
1,26
1,39
2,10
2,19
2,22
2,25
2,30
2,37
2,41
2,42
2,51
2,58
3,5
3,12
3,17
3,24
3,29
3,34
3,36
3,39
3,42
3,53
4,5
4,16
4,24
4,27
4,35
4,40
4,44
4,49
4,56
5,2
5,7
5,14
5,19
5,28
5,40
5,45
5,48
5,55
6,5
6,19
6,23
6,28
6,32
6,35
6,38
6,41
6,46
6,55
7,2
7,7
7,9
7,13
7,23
7,28
7,34
7,40
7,45
7,51
7,56
8,3
8,9
8,14
8,21
8,24
8,26
8,31
8,46
8,51
9,0
9,5
9,11
9,22
9,31
9,34
9,40
9,46
9,52
9,56
10,1
10,3
10,17
10,21
10,28
10,44
10,55
11,0
11,8
11,15
11,20
11,28
11,35
11,41
11,53
11,56
12,5
12,16
12,30
12,41
12,50
13,0
13,11
13,17
13,30
13,37
13,45
13,54
13,57
14,5
14,17
14,20
14,31
14,44
14,56
14,58
15,4
15,19
15,36
15,58
16,1
16,7
16,13
16,15
16,25
16,59
17,15
17,18
17,31
17,42
17,44
17,45
17,52
17,58
18,11
18,14
18,18
18,19
18,25
18,41
18,44
18,54
