0,4
0,5
0,10
0,12
0,19
0,26
0,32
0,41
1,2
1,4
1,8
1,16
1,18
1,21
1,22
1,27
1,30
1,35
1,42
1,45
1,51
1,55
2,1
2,9
2,20
2,24
2,32
2,35
2,47
2,49
2,54
2,56
3,3
3,4
3,6
3,10
3,17
3,32
3,34
3,39
3,49
3,53
4,2
4,9
4,11
4,15
4,17
4,19
4,21
4,24
4,30
4,34
4,41
4,42
4,48
4,57
5,0
5,1
5,1
5,4
5,8
5,9
5,11
5,19
5,22
5,23
5,27
5,32
5,36
5,39
5,47
5,52
6,0
6,2
6,8
6,11
6,16
6,20
6,24
6,39
6,47
6,54
6,57
7,5
7,14
7,15
7,17
7,20
7,23
7,27
7,34
7,35
7,42
7,48
7,54
8,3
8,6
8,8
8,9
8,11
8,14
8,21
8,23
8,26
8,39
8,41
8,45
9,2
9,8
9,26
9,36
9,38
9,59
10,0
10,4
10,7
10,10
10,18
10,28
10,32
10,53
10,55
11,1
11,2
11,4
11,7
11,12
11,13
11,14
11,17
11,24
11,29
11,30
11,40
11,53
12,4
12,19
12,27
12,33
12,56
13,10
13,13
13,16
13,32
13,36
13,37
13,44
13,48
13,57
13,58
14,0
14,7
15,2
15,5
15,14
15,21
15,38
15,55
16,1
16,9
16,12
16,19
16,22
16,27
16,30
16,35
16,37
16,42
17,3
17,6
17,9
