0,4
0,5
0,6
0,18
0,30
0,41
0,53
1,6
1,18
1,28
1,42
1,56
2,5
2,20
2,32
2,44
2,47
2,56
3,6
3,18
3,25
3,34
3,46
3,50
3,57
4,4
4,14
4,21
4,28
4,37
4,48
4,56
5,4
5,13
5,19
5,24
5,36
5,40
5,46
5,58
6,3
6,14
6,23
6,33
6,43
6,51
7,3
7,13
7,28
7,34
7,40
7,49
7,55
8,2
8,9
8,14
8,31
8,36
8,42
8,53
9,4
9,15
9,26
9,33
9,38
10,1
10,9
10,15
10,27
10,36
10,43
10,52
11,10
11,16
11,22
11,40
11,51
12,3
12,14
12,34
12,45
12,54
13,8
13,15
13,27
13,35
13,43
13,47
13,54
14,2
14,8
14,12
14,26
14,27
14,36
14,43
14,54
15,10
15,21
15,23
15,25
15,26
15,51
16,8
16,16
16,28
16,30
16,55
16,58
17,1
17,10
17,24
17,28
17,34
17,46
17,51
17,53
18,13
18,22
18,24
