0,5
0,6
0,12
0,15
0,19
0,21
0,29
0,42
0,46
0,54
0,57
1,0
1,8
1,11
1,14
1,20
1,28
1,33
1,40
1,48
1,54
1,58
2,3
2,8
2,16
2,26
2,31
2,38
2,42
2,47
2,55
2,58
3,9
3,17
3,26
3,30
3,33
3,39
3,47
4,6
4,13
4,19
4,25
4,28
4,36
4,52
5,3
5,7
5,10
5,16
5,22
5,33
5,42
5,44
5,51
5,58
6,9
6,13
6,16
6,26
6,27
6,34
6,40
6,47
6,52
7,4
7,25
7,31
7,36
7,40
7,46
7,55
8,3
8,9
8,17
8,28
8,35
8,40
8,51
8,53
8,56
9,1
9,4
9,8
9,22
9,29
9,42
9,50
9,52
9,56
10,11
10,17
10,22
10,28
10,35
10,47
10,51
10,58
11,8
11,12
11,18
11,27
11,34
11,37
11,50
12,9
12,21
12,26
12,32
12,35
12,39
12,46
12,55
13,3
13,9
13,16
13,23
13,41
13,50
13,56
14,4
14,11
14,24
14,39
14,43
14,49
14,56
14,59
15,4
15,17
15,23
15,34
15,50
15,53
16,5
16,15
16,21
16,27
16,29
16,43
16,48
16,53
16,58
17,19
17,26
17,30
17,36
17,49
17,59
18,6
18,10
18,14
18,27
18,39
18,46
18,58
18,59
