9,47
40,40
33,4
30,50
54,32
24,0
51,40
35,20
48,10
50,10
46,4
26,18
9,50
47,33
8,27
30,20
43,0
31,30
35,32
16,20
5,10
29,50
40,40
15,10
39,0
47,20
55,20
22,20
27,2
40,40
15,30
4,50
21,20
38,20
1,28
34,40
7,50
54,7
52,49
1,40
27,15
36,30
32,40
14,10
13,10
31,50
54,50
23,20
39,22
40,56
49,10
51,40
17,40
45,0
42,43
24,42
34,27
38,0
55,26
11,37
28,20
47,20
56,40
16,30
2,40
3,30
38,20
1,46
38,0
16,40
20,0
37,20
51,54
26,45
27,30
34,5
51,10
34,59
51,12
43,48
52,12
34,2
28,50
38,28
10,30
26,10
38,0
57,50
30,50
8,9
3,20
55,30
1,39
56,40
59,50
53,30
31,34
17,0
8,0
56,36
58,20
54,10
42,55
10,27
47,10
34,20
23,40
33,0
7,39
34,7
57,40
14,0
13,55
53,55
35,38
