0,6
0,15
0,18
0,26
0,49
0,57
1,3
1,7
1,15
1,22
1,33
1,43
1,48
2,3
2,19
2,27
2,50
2,53
2,59
3,10
3,17
3,28
3,37
3,49
3,52
3,57
4,6
4,16
4,24
4,34
4,48
4,56
5,0
5,7
5,14
5,26
5,32
5,57
6,19
6,22
6,30
6,51
6,55
7,4
7,7
7,14
7,22
7,31
7,49
7,52
7,54
7,58
8,5
8,17
8,25
8,29
8,33
8,39
8,44
8,51
8,56
9,3
9,10
9,16
9,19
9,28
9,35
9,38
9,44
9,52
9,58
10,10
10,14
10,22
10,27
10,33
10,42
11,0
11,12
11,20
11,30
11,44
11,54
12,1
12,6
12,10
12,18
12,22
12,26
12,39
12,52
12,59
13,8
13,15
13,20
13,36
13,40
13,56
13,57
14,3
14,8
14,10
14,26
14,36
14,46
14,49
15,0
15,4
15,22
15,24
15,35
15,39
15,42
15,48
16,2
16,4
16,7
16,27
16,51
17,1
17,5
17,9
17,12
17,17
17,33
17,37
18,6
18,19
18,24
18,34
18,36
19,21
19,27
19,28
