0,5
0,6
0,8
0,11
0,26
0,34
0,51
1,3
1,10
1,20
1,26
1,32
1,34
1,35
1,47
2,2
2,15
2,28
2,37
2,46
2,58
3,17
3,28
4,7
4,20
4,27
4,37
4,47
4,52
4,54
5,2
5,9
5,23
5,28
5,36
5,41
5,49
5,57
6,4
6,9
6,19
6,33
6,44
6,48
6,56
7,8
7,10
7,15
7,28
7,33
7,44
7,48
7,54
8,1
8,10
8,21
8,27
8,36
8,46
8,54
8,58
9,4
9,8
9,19
9,28
9,37
9,45
9,50
9,59
10,7
10,10
10,11
10,26
10,35
10,52
11,1
11,10
11,29
11,32
11,43
11,52
12,4
12,15
12,27
12,35
12,52
13,12
13,20
13,23
13,43
13,45
13,46
13,52
14,7
14,20
14,23
14,39
14,40
14,50
15,2
15,6
15,9
15,19
15,31
15,33
15,54
16,6
16,19
16,29
16,37
16,38
16,47
17,6
17,17
17,19
