31,6
13,40
15,50
43,30
1,30
1,10
34,36
51,57
37,40
36,40
42,0
48,50
39,30
50,10
27,50
36,20
31,0
47,1
21,40
21,0
52,0
11,40
12,30
39,50
8,10
53,50
20,0
51,17
15,50
48,10
44,30
38,50
17,52
14,40
50,27
18,20
28,40
47,0
12,30
38,41
6,10
48,30
35,30
34,10
7,40
59,0
14,10
6,0
46,10
39,10
50,10
36,55
20,10
1,0
14,0
43,30
6,8
32,20
38,10
12,50
26,10
18,17
58,10
11,50
35,44
12,50
9,0
31,20
41,50
32,10
45,0
7,10
30,10
9,10
37,30
40,20
0,20
49,40
21,27
20,0
19,20
0,50
15,0
8,10
26,19
29,0
31,10
57,20
53,30
0,20
20,30
0,30
56,40
5,30
12,10
51,20
44,40
49,32
19,17
9,20
28,20
8,0
27,50
11,20
11,50
16,20
0,0
27,50
36,20
48,50
27,50
53,50
23,30
5,30
46,50
57,30
32,30
41,10
57,50
36,10
35,13
50,0
20,10
52,53
42,0
35,10
14,30
11,48
24,40
36,32
58,8
17,50
47,40
2,30
30,40
53,20
29,10
0,40
17,50
29,30
43,23
16,20
38,30
10,0
20,20
19,30
38,40
55,40
2,0
28,40
47,30
42,0
57,20
40,10
52,30
11,12
42,40
39,20
57,46
6,40
54,34
2,50
44,40
27,10
48,40
8,40
40,30
29,20
15,10
26,10
37,20
25,19
21,40
40,30
27,20
49,0
4,50
7,39
0,10
27,50
4,40
35,40
59,20
15,30
45,10
26,50
42,55
41,34
6,1
5,10
57,30
18,30
50,16
5,14
