7,40
47,10
14,0
38,0
57,50
56,30
3,30
35,30
0,53
15,20
21,0
23,20
32,50
15,50
32,10
19,40
31,50
41,40
40,0
23,30
37,40
24,0
29,10
13,0
37,20
16,20
35,30
57,20
53,40
23,30
13,0
36,20
2,30
55,0
17,20
34,20
50,10
8,30
42,10
6,0
53,10
45,20
51,40
7,10
33,30
35,40
15,40
46,30
8,0
52,50
52,50
17,10
55,30
34,40
0,50
8,40
51,20
54,0
41,20
18,30
55,20
51,0
7,50
30,40
14,0
12,40
7,10
5,20
28,40
51,30
18,10
50,0
5,10
44,0
8,10
39,10
1,50
50,30
51,50
0,10
1,50
9,30
49,10
16,40
22,10
49,30
12,50
40,10
21,50
3,10
28,40
24,0
17,30
43,20
41,0
15,30
50,10
58,40
26,40
47,0
35,40
58,0
32,30
46,10
45,50
14,0
17,0
27,10
28,0
5,10
25,30
34,20
5,30
53,20
1,10
37,40
17,50
46,20
10,20
26,0
41,40
39,30
41,0
29,40
0,10
46,40
11,30
4,10
2,50
38,14
48,20
45,50
0,50
55,20
41,40
14,20
35,50
32,39
37,30
13,10
47,50
17,0
2,40
27,20
19,50
46,30
44,10
45,50
54,20
54,20
2,20
28,0
15,20
15,10
33,30
5,30
59,10
20,0
44,50
29,0
31,10
0,50
7,50
2,40
12,30
13,24
24,0
27,22
56,10
28,20
27,30
14,20
24,0
24,58
45,20
13,50
38,10
59,20
30,40
7,20
50,50
41,10
58,40
44,0
15,30
9,30
46,0
