0,4
0,8
0,13
0,24
0,28
0,35
0,38
0,51
1,0
1,15
1,21
1,27
1,50
1,56
2,3
2,5
2,9
2,16
2,22
2,29
2,34
2,52
2,58
3,5
3,10
3,16
3,23
3,26
3,34
3,37
3,48
3,54
3,58
4,13
4,22
4,32
4,38
4,52
4,59
5,4
5,13
5,25
5,30
5,35
5,46
5,49
5,54
5,59
6,12
6,25
6,35
6,48
6,59
7,12
7,22
7,42
7,45
7,52
8,8
8,16
8,22
8,24
8,40
8,44
8,54
9,2
9,8
9,20
9,35
9,45
9,56
10,2
10,8
10,20
10,27
10,49
10,58
11,2
11,12
11,17
11,19
11,38
11,41
11,48
11,54
12,6
12,14
12,30
12,40
12,48
13,4
13,12
13,20
13,30
13,35
13,54
14,3
14,12
14,25
14,35
14,49
14,59
15,8
15,19
15,33
15,38
15,46
15,49
15,55
15,58
16,3
16,16
16,22
16,32
16,42
17,2
17,10
17,15
17,22
17,46
17,53
18,18
18,27
18,38
18,42
18,48
18,57
19,13
19,21
19,34
19,42
19,48
19,57
19,58
