0,3
0,15
0,22
0,28
0,35
0,44
0,48
0,59
1,12
1,23
1,37
1,49
2,0
2,3
2,12
2,19
2,30
3,15
3,26
3,38
3,52
4,9
4,24
4,38
4,44
4,54
5,7
5,21
5,33
5,46
5,58
6,11
6,17
6,32
6,44
6,54
7,6
7,10
7,25
7,34
7,41
7,52
8,3
8,6
8,15
8,22
8,33
8,40
8,50
8,59
9,7
9,17
9,21
9,35
9,45
10,0
10,14
10,23
10,27
10,38
10,56
11,8
11,17
11,27
11,41
11,52
11,58
12,12
12,20
12,29
12,32
12,38
12,44
12,58
13,4
13,15
13,34
13,48
13,55
14,5
14,14
14,25
14,37
14,47
15,7
15,17
15,26
15,27
15,44
15,51
16,15
16,40
16,52
16,58
16,58
17,12
18,11
18,17
18,18
18,20
18,24
18,36
19,14
19,16
19,18
