24,30
45,20
42,20
55,10
45,30
11,10
3,30
47,40
36,20
28,10
32,40
1,0
47,20
19,50
18,50
46,40
37,40
1,50
0,10
28,40
1,30
32,10
50,10
38,0
45,30
8,30
9,0
8,20
50,10
41,20
35,20
26,0
47,10
26,40
41,40
44,30
43,0
36,50
21,30
43,50
42,40
26,30
35,50
35,0
15,0
56,40
45,40
7,50
47,50
56,40
1,10
29,20
0,50
58,0
49,30
57,40
15,20
10,20
44,20
21,0
32,31
26,40
34,40
16,10
50,20
49,10
35,30
56,20
57,20
49,20
33,50
32,50
32,0
43,40
12,10
16,0
43,30
7,39
11,20
36,40
9,10
27,15
45,10
59,30
47,10
59,20
22,50
58,50
44,30
21,10
7,20
57,50
43,10
47,13
0,0
49,40
49,50
18,20
34,20
3,0
51,54
29,10
11,40
39,20
7,10
37,10
45,20
27,40
43,50
4,10
57,20
14,0
0,10
20,30
50,20
2,10
33,0
20,0
4,50
5,30
15,0
5,20
51,30
13,52
51,50
43,30
23,30
23,2
46,7
43,10
45,10
46,10
2,26
57,30
31,38
34,30
36,59
55,3
14,10
37,20
32,30
26,29
52,20
44,10
30,20
27,15
51,0
12,40
13,50
27,10
22,0
13,20
2,40
55,40
10,10
22,50
0,6
35,27
33,30
10,47
40,50
56,50
15,10
39,0
25,0
29,20
20,10
