47,30
2,0
27,10
34,20
38,20
10,20
50,45
40,40
18,19
15,26
6,20
26,40
21,10
49,0
38,26
28,50
56,50
19,20
16,10
56,50
32,50
50,30
46,40
36,10
47,30
12,30
57,20
13,40
23,11
54,40
3,30
31,50
23,20
51,50
20,50
5,30
37,10
17,20
56,20
51,10
24,30
9,10
45,50
24,30
57,40
21,0
48,0
52,40
19,10
27,20
0,40
15,40
7,10
35,30
19,30
55,40
32,10
58,1
24,30
53,10
40,40
22,20
57,11
51,10
38,30
43,28
7,30
53,50
32,30
2,10
10,50
44,40
56,40
21,10
0,10
12,20
42,20
38,20
51,40
47,10
45,50
45,30
43,20
0,50
30,30
31,20
2,10
24,20
22,0
20,10
28,30
55,40
58,40
24,50
19,50
2,43
17,0
50,40
34,0
42,40
47,39
53,13
32,0
0,0
48,40
30,30
14,30
7,18
39,30
20,0
26,0
16,10
7,30
8,50
41,20
43,40
39,10
18,40
23,0
18,27
43,10
32,5
58,56
32,24
29,10
11,50
