0,4
0,8
0,14
0,29
0,33
0,43
0,49
0,52
0,57
1,0
1,3
1,7
1,14
1,18
1,23
1,29
1,46
1,52
1,57
2,9
2,12
2,23
2,26
2,36
2,39
2,43
2,51
2,55
3,1
3,7
3,11
3,15
3,19
3,24
3,31
3,36
3,40
3,42
3,51
3,54
3,57
3,59
4,2
4,6
4,11
4,14
4,16
4,23
4,29
4,38
4,40
4,44
4,46
4,56
5,1
5,14
5,16
5,24
5,31
5,38
5,40
5,53
5,57
6,3
6,8
6,14
6,25
6,29
6,34
6,37
6,40
6,48
6,58
6,59
7,2
7,7
7,9
7,16
7,21
7,23
7,25
7,38
7,41
7,48
7,50
7,52
8,0
8,5
8,7
8,12
8,16
8,17
8,20
8,24
8,31
8,37
8,45
8,52
9,0
9,5
9,6
9,8
9,14
9,22
9,30
9,33
9,40
9,47
9,49
9,53
9,56
9,58
10,1
10,14
10,15
10,20
10,24
10,32
10,43
10,50
10,52
11,2
11,5
11,9
11,13
11,18
11,36
11,47
11,52
11,59
12,11
12,12
12,16
12,18
12,28
12,30
12,33
12,46
12,49
12,59
13,10
13,16
13,18
13,23
13,39
13,43
13,46
13,48
13,59
14,12
14,19
14,34
14,37
14,45
14,49
14,50
14,52
15,4
15,5
15,14
15,17
15,24
15,26
15,34
15,36
15,46
15,50
16,4
16,6
16,16
16,17
16,18
16,27
16,34
16,37
16,43
16,44
16,46
16,50
16,57
17,6
17,11
17,15
