level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	640	720	-1	
2	1	1	0	0	0	2	200	348	103	-1	
3	1	1	1	0	0	2	200	348	103	-1	
4	1	1	1	1	0	3	200	266	31	-1	
5	1	1	1	1	1	3	200	101	31	95	Digital
5	1	1	1	1	2	115	200	154	25	96	Behaviour
4	1	1	1	2	0	2	239	113	31	-1	
5	1	1	1	2	1	2	239	113	31	96	Change
4	1	1	1	3	0	3	277	347	26	-1	
5	1	1	1	3	1	3	277	206	26	95	Interventions
5	1	1	1	3	2	220	280	31	23	95	to
5	1	1	1	3	3	262	277	88	26	96	Break
2	1	2	0	0	0	2	316	249	26	-1	
3	1	2	1	0	0	2	316	249	26	-1	
4	1	2	1	1	0	2	316	249	26	-1	
5	1	2	1	1	1	2	316	53	26	96	and
5	1	2	1	1	2	67	319	76	23	96	Form
5	1	2	1	1	3	155	319	96	23	95	Habits
2	1	3	0	0	0	385	230	216	20	-1	
3	1	3	1	0	0	385	230	216	20	-1	
4	1	3	1	1	0	385	230	216	20	-1	
5	1	3	1	1	1	385	230	216	20	91	tinyurl.com/hamTOCHI
2	1	4	0	0	0	345	421	106	11	-1	
3	1	4	1	0	0	345	421	106	11	-1	
4	1	4	1	1	0	345	421	106	11	-1	
5	1	4	1	1	1	345	421	51	11	93	Benjamin
5	1	4	1	1	2	401	421	7	9	92	R
5	1	4	1	1	3	413	421	38	9	94	Cowan
2	1	5	0	0	0	48	438	546	29	-1	
3	1	5	1	0	0	48	438	546	26	-1	
4	1	5	1	1	0	73	438	375	11	-1	
5	1	5	1	1	1	73	446	3	2	0	.
5	1	5	1	1	2	348	438	54	10	96	University
5	1	5	1	1	3	406	429	42	28	95	College
4	1	5	1	2	0	191	445	397	11	-1	
5	1	5	1	2	1	191	445	37	9	92	Aarhus
5	1	5	1	2	2	233	445	52	9	96	University
5	1	5	1	2	3	554	450	34	6	10	rafal
4	1	5	1	3	0	48	439	546	28	-1	
5	1	5	1	3	1	48	439	65	28	91	@pindec
5	1	5	1	3	2	283	448	6	9	41	y
5	1	5	1	3	3	381	455	34	9	9	Bae
5	1	5	1	3	4	522	448	55	11	96	University
5	1	5	1	3	5	583	447	11	10	78	of
2	1	6	0	0	0	39	429	554	13	-1	
3	1	6	1	0	0	39	429	554	13	-1	
4	1	6	1	1	0	39	429	554	13	-1	
5	1	6	1	1	1	39	430	41	10	90	Charlie
5	1	6	1	1	2	84	430	39	10	96	Pinder
5	1	6	1	1	3	200	430	13	9	60	Jo
5	1	6	1	1	4	217	429	61	10	60	Vermeulen
5	1	6	1	1	5	510	423	44	28	92	Russell
5	1	6	1	1	6	559	423	34	28	94	Beale,
2	1	7	0	0	0	524	462	67	12	-1	
3	1	7	1	0	0	524	462	67	12	-1	
4	1	7	1	1	0	524	462	67	12	-1	
5	1	7	1	1	1	524	462	67	12	94	Birmingham
2	1	8	0	0	0	211	456	238	38	-1	
3	1	8	1	0	0	211	456	238	38	-1	
4	1	8	1	1	0	211	456	238	38	-1	
5	1	8	1	1	1	211	456	56	38	0	Sioa
5	1	8	1	1	2	347	474	102	15	52	@BCowanHC!
2	1	9	0	0	0	0	174	640	332	-1	
3	1	9	1	0	0	0	174	640	332	-1	
4	1	9	1	1	0	0	174	640	332	-1	
5	1	9	1	1	1	0	174	640	332	95	 
2	1	10	0	0	0	0	517	164	16	-1	
3	1	10	1	0	0	0	517	164	16	-1	
4	1	10	1	1	0	0	517	164	16	-1	
5	1	10	1	1	1	0	518	46	12	77	TOCHI
5	1	10	1	1	2	52	518	35	12	96	2018
5	1	10	1	1	3	93	517	1	16	96	|
5	1	10	1	1	4	100	518	24	12	89	CHI
5	1	10	1	1	5	130	518	34	12	89	2019

