level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	640	720	-1	
2	1	1	0	0	0	24	221	147	25	-1	
3	1	1	1	0	0	24	221	147	25	-1	
4	1	1	1	1	0	24	221	147	25	-1	
5	1	1	1	1	1	24	221	130	25	96	Challenges
5	1	1	1	1	2	163	223	8	18	96	1
2	1	2	0	0	0	23	271	265	38	-1	
3	1	2	1	0	0	23	271	265	38	-1	
4	1	2	1	1	0	23	271	265	16	-1	
5	1	2	1	1	1	23	271	30	12	94	Two
5	1	2	1	1	2	59	271	24	15	95	key
5	1	2	1	1	3	88	271	76	16	94	challenges
5	1	2	1	1	4	170	274	15	9	96	as
5	1	2	1	1	5	191	271	19	12	96	for
5	1	2	1	1	6	215	274	25	12	96	any
5	1	2	1	1	7	246	271	42	15	96	Digital
4	1	2	1	2	0	24	293	220	16	-1	
5	1	2	1	2	1	24	293	72	12	97	Behaviour
5	1	2	1	2	2	101	293	55	16	96	Change
5	1	2	1	2	3	162	293	82	13	96	Intervention
2	1	3	0	0	0	32	330	293	111	-1	
3	1	3	1	0	0	32	330	293	111	-1	
4	1	3	1	1	0	33	330	292	13	-1	
5	1	3	1	1	1	33	331	4	11	93	1.
5	1	3	1	1	2	55	331	63	12	95	Accurate
5	1	3	1	1	3	124	331	25	11	96	and
5	1	3	1	1	4	155	330	25	13	92	fast
5	1	3	1	1	5	186	331	64	12	96	detection
5	1	3	1	1	6	256	330	13	13	96	of
5	1	3	1	1	7	273	331	52	11	96	context
4	1	3	1	2	0	56	353	101	12	-1	
5	1	3	1	2	1	56	353	25	12	96	and
5	1	3	1	2	2	88	353	69	12	96	behaviour
4	1	3	1	3	0	32	375	97	12	-1	
5	1	3	1	3	1	32	375	7	12	95	2.
5	1	3	1	3	2	56	375	73	12	96	Evaluation
4	1	3	1	4	0	65	394	74	14	-1	
5	1	3	1	4	1	65	394	4	11	60	41.
5	1	3	1	4	2	88	397	51	11	70	long-term
4	1	3	1	5	0	64	411	125	14	-1	
5	1	3	1	5	1	64	411	7	12	74	2.
5	1	3	1	5	2	88	416	60	9	74	experiment
5	1	3	1	5	3	153	401	35	32	95	design
4	1	3	1	6	0	64	429	130	12	-1	
5	1	3	1	6	1	64	429	7	12	56	3.
5	1	3	1	6	2	84	419	51	32	81	measure
5	1	3	1	6	3	140	419	54	32	94	behaviour
2	1	4	0	0	0	0	174	640	372	-1	
3	1	4	1	0	0	0	174	640	372	-1	
4	1	4	1	1	0	0	174	640	372	-1	
5	1	4	1	1	1	0	174	640	372	95	 

