level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	640	720	-1	
2	1	1	0	0	0	19	252	194	14	-1	
3	1	1	1	0	0	19	252	194	14	-1	
4	1	1	1	1	0	19	252	194	14	-1	
5	1	1	1	1	1	19	252	84	14	96	Tracking
5	1	1	1	1	2	112	252	101	11	96	evaluation
2	1	2	0	0	0	41	459	152	14	-1	
3	1	2	1	0	0	41	459	152	14	-1	
4	1	2	1	1	0	41	459	152	14	-1	
5	1	2	1	1	1	41	459	54	14	93	Using
5	1	2	1	1	2	104	459	89	14	91	optitrack
2	1	3	0	0	0	0	218	640	284	-1	
3	1	3	1	0	0	0	218	640	284	-1	
4	1	3	1	1	0	0	218	640	284	-1	
5	1	3	1	1	1	0	218	640	284	95	 

