0.0	4.0
4.67	17.33
18.0	53.33
54.0	60.67
78.0	101.33
102.0	112.0
126.0	154.0
154.67	174.0
174.67	195.33
196.0	208.67
209.33	222.0
222.67	230.0
230.67	239.33
240.0	275.33
276.0	303.33
304.0	321.33
322.0	335.33
336.0	351.33
352.0	356.0
356.67	382.67
383.33	388.0
405.33	409.33
412.0	417.33
418.0	476.67
524.0	547.33
548.0	564.67
565.33	574.67
575.33	582.67
591.33	594.67
595.33	671.33
672.0	689.33
690.0	722.67
723.33	732.0
732.67	744.67
745.33	763.33
764.0	779.33
780.0	810.67
842.67	886.0
886.67	894.67
895.33	904.67
905.33	920.67
921.33	1151.33
