level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	640	720	-1	
2	1	1	0	0	0	120	199	400	12	-1	
3	1	1	1	0	0	120	199	400	12	-1	
4	1	1	1	1	0	120	199	400	12	-1	
5	1	1	1	1	1	120	200	64	9	0	Penny
5	1	1	1	1	2	264	200	40	9	96	Browse
5	1	1	1	1	3	307	199	50	12	96	groceries
5	1	1	1	1	4	436	200	84	11	5	tered
2	1	2	0	0	0	85	231	447	265	-1	
3	1	2	1	0	0	85	231	447	293	-1	
4	1	2	1	1	0	85	231	447	265	-1	
5	1	2	1	1	1	85	231	447	265	29	Ty
2	1	3	0	0	0	532	260	14	236	-1	
3	1	3	1	0	0	532	260	14	236	-1	
4	1	3	1	1	0	532	260	14	236	-1	
5	1	3	1	1	1	532	260	14	236	95	 

