level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	640	720	-1	
2	1	1	0	0	0	248	251	144	13	-1	
3	1	1	1	0	0	248	251	144	13	-1	
4	1	1	1	1	0	248	251	144	13	-1	
5	1	1	1	1	1	248	251	78	13	96	Results:
5	1	1	1	1	2	341	251	51	13	96	Time
2	1	2	0	0	0	113	300	226	89	-1	
3	1	2	1	0	0	113	300	226	89	-1	
4	1	2	1	1	0	113	300	226	89	-1	
5	1	2	1	1	1	113	300	47	89	70	1
5	1	2	1	1	2	211	318	128	71	38	tun
2	1	3	0	0	0	366	292	181	10	-1	
3	1	3	1	0	0	366	292	181	10	-1	
4	1	3	1	1	0	366	292	181	10	-1	
5	1	3	1	1	1	366	292	66	8	96	Feedback
5	1	3	1	1	2	443	293	13	7	91	affects
5	1	3	1	1	3	486	293	61	9	96	targeting
2	1	4	0	0	0	278	448	93	8	-1	
3	1	4	1	0	0	278	448	93	8	-1	
4	1	4	1	1	0	278	448	93	8	-1	
5	1	4	1	1	1	278	450	8	5	53	te
5	1	4	1	1	2	288	435	21	28	84	nat
5	1	4	1	1	3	313	448	58	8	82	supported
2	1	5	0	0	0	0	220	640	282	-1	
3	1	5	1	0	0	0	220	640	282	-1	
4	1	5	1	1	0	0	220	640	282	-1	
5	1	5	1	1	1	0	220	640	282	95	 

