level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	640	720	-1	
2	1	1	0	0	0	102	244	334	41	-1	
3	1	1	1	0	0	102	244	334	41	-1	
4	1	1	1	1	0	103	244	333	19	-1	
5	1	1	1	1	1	103	244	45	19	96	Many
5	1	1	1	1	2	153	244	54	14	96	thanks
5	1	1	1	1	3	213	246	17	12	96	to
5	1	1	1	1	4	237	244	40	14	90	Irene
5	1	1	1	1	5	285	244	34	17	96	Rae,
5	1	1	1	1	6	326	244	38	14	93	Gina
5	1	1	1	1	7	370	244	66	17	92	Venolia,
4	1	1	1	2	0	102	266	269	19	-1	
5	1	1	1	2	1	102	267	47	14	93	Jason
5	1	1	1	2	2	157	266	58	19	91	Procyk,
5	1	1	1	2	3	222	266	30	15	96	and
5	1	1	1	2	4	260	267	32	14	96	Dan
5	1	1	1	2	5	300	266	71	15	96	Hawkins!
2	1	2	0	0	0	103	334	299	42	-1	
3	1	2	1	0	0	103	334	299	42	-1	
4	1	2	1	1	0	103	334	299	17	-1	
5	1	2	1	1	1	103	335	64	14	93	Carman
5	1	2	1	1	2	175	334	105	17	92	Neustaedter,
5	1	2	1	1	3	287	334	115	17	91	@dr_carmster
4	1	2	1	2	0	103	357	165	19	-1	
5	1	2	1	2	1	103	357	165	19	79	http://clab.iat.sfu.ca
2	1	3	0	0	0	103	425	408	20	-1	
3	1	3	1	0	0	103	425	408	20	-1	
4	1	3	1	1	0	103	425	408	20	-1	
5	1	3	1	1	1	103	425	80	20	96	Sponsors:
5	1	3	1	1	2	191	425	63	17	96	NSERC,
5	1	3	1	1	3	262	425	61	17	96	SSHRC,
5	1	3	1	1	4	330	425	66	15	96	GRAND
5	1	3	1	1	5	403	425	42	17	96	NCE,
5	1	3	1	1	6	452	425	59	15	96	SIGCHI

