level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	640	720	-1	
2	1	1	0	0	0	90	208	465	17	-1	
3	1	1	1	0	0	90	208	465	17	-1	
4	1	1	1	1	0	90	208	465	17	-1	
5	1	1	1	1	1	90	212	36	10	40	joes
5	1	1	1	1	2	139	208	34	14	96	the
5	1	1	1	1	3	182	209	49	16	96	type
5	1	1	1	1	4	240	209	21	13	93	of
5	1	1	1	1	5	270	208	115	14	90	multi-label
5	1	1	1	1	6	395	209	120	13	95	annotation
5	1	1	1	1	7	524	209	31	13	96	tas
2	1	2	0	0	0	13	208	329	40	-1	
3	1	2	1	0	0	13	208	329	40	-1	
4	1	2	1	1	0	83	208	4	13	-1	
5	1	2	1	1	1	83	208	4	13	70	4
4	1	2	1	2	0	13	231	329	17	-1	
5	1	2	1	2	1	13	231	61	14	96	affect
5	1	2	1	2	2	83	231	126	17	96	throughput
5	1	2	1	2	3	218	231	42	14	96	and
5	1	2	1	2	4	270	231	72	17	96	quality’
2	1	3	0	0	0	14	276	328	25	-1	
3	1	3	1	0	0	14	276	328	25	-1	
4	1	3	1	1	0	14	276	328	11	-1	
5	1	3	1	1	1	14	279	3	2	83	+
5	1	3	1	1	2	27	276	18	8	95	Do
5	1	3	1	1	3	52	278	17	6	96	we
5	1	3	1	1	4	78	276	51	11	96	adopt
5	1	3	1	1	5	145	279	8	5	96	norms
5	1	3	1	1	6	168	265	22	28	96	of
5	1	3	1	1	7	197	276	30	10	96	paid
5	1	3	1	1	8	253	278	89	9	96	crowdsourcing
4	1	3	1	2	0	26	290	258	11	-1	
5	1	3	1	2	1	26	291	26	8	94	into
5	1	3	1	2	2	58	290	63	11	90	multiple
5	1	3	1	2	3	126	290	50	11	95	binary
5	1	3	1	2	4	180	290	85	9	95	annotation
5	1	3	1	2	5	272	291	12	8	81	ta:
2	1	4	0	0	0	25	324	365	23	-1	
3	1	4	1	0	0	25	324	365	23	-1	
4	1	4	1	1	0	39	324	351	11	-1	
5	1	4	1	1	1	39	327	3	5	41	1
5	1	4	1	1	2	46	314	21	28	91	do
5	1	4	1	1	3	74	327	17	5	92	we
5	1	4	1	1	4	99	324	41	11	96	adopt
5	1	4	1	1	5	148	327	31	5	96	norms
5	1	4	1	1	6	191	324	21	8	97	of
5	1	4	1	1	7	245	313	17	28	0	1¢
5	1	4	1	1	8	268	325	72	7	95	annotation
5	1	4	1	1	9	343	325	33	8	93	with
5	1	4	1	1	10	378	327	12	5	91	c
4	1	4	1	2	0	25	339	190	8	-1	
5	1	4	1	2	1	25	339	85	8	81	multi-label
5	1	4	1	2	2	115	339	85	8	95	annotation
5	1	4	1	2	3	206	339	9	8	86	ta
2	1	5	0	0	0	0	186	640	350	-1	
3	1	5	1	0	0	0	186	640	350	-1	
4	1	5	1	1	0	0	186	640	350	-1	
5	1	5	1	1	1	0	186	640	350	95	 

