level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	640	720	-1	
2	1	1	0	0	0	0	179	275	63	-1	
3	1	1	1	0	0	0	179	275	63	-1	
4	1	1	1	1	0	0	179	183	19	-1	
5	1	1	1	1	1	0	179	183	19	10	cE
4	1	1	1	2	0	50	219	225	23	-1	
5	1	1	1	2	1	50	219	99	23	96	Method
5	1	1	1	2	2	160	221	115	21	96	overview
2	1	2	0	0	0	40	279	533	17	-1	
3	1	2	1	0	0	40	279	533	17	-1	
4	1	2	1	1	0	40	279	533	17	-1	
5	1	2	1	1	1	40	280	18	13	2	ELS
5	1	2	1	1	2	64	281	39	15	7	Tee
5	1	2	1	1	3	108	280	33	13	0	iume
5	1	2	1	1	4	146	280	102	16	0	telex
5	1	2	1	1	5	246	275	9	25	0	R
5	1	2	1	1	6	287	283	28	10	14	Rela
5	1	2	1	1	7	306	275	48	25	23	Maem
5	1	2	1	1	8	361	275	38	25	6	ease)
5	1	2	1	1	9	408	275	24	25	6	eM
5	1	2	1	1	10	431	283	20	10	6	tt
5	1	2	1	1	11	456	283	24	13	20	lei
5	1	2	1	1	12	504	279	23	17	0	eee
5	1	2	1	1	13	533	279	40	17	18	19)
2	1	3	0	0	0	40	316	550	105	-1	
3	1	3	1	0	0	40	316	550	105	-1	
4	1	3	1	1	0	40	316	127	16	-1	
5	1	3	1	1	1	40	316	72	16	96	Response
5	1	3	1	1	2	117	316	50	16	96	coding
4	1	3	1	2	0	64	347	402	15	-1	
5	1	3	1	2	1	64	347	55	12	0	CMa
5	1	3	1	2	2	173	347	76	12	13	eC
5	1	3	1	2	3	253	347	25	12	0	a
5	1	3	1	2	4	283	351	5	8	1	R
5	1	3	1	2	5	290	347	70	12	7	CRC
5	1	3	1	2	6	362	349	64	10	14	nO
5	1	3	1	2	7	455	349	11	13	23	ey
4	1	3	1	3	0	64	377	149	15	-1	
5	1	3	1	3	1	64	377	66	15	84	{accepted
5	1	3	1	3	2	135	381	14	8	96	or
5	1	3	1	3	3	154	377	59	15	95	rejected)
4	1	3	1	4	0	64	407	526	14	-1	
5	1	3	1	4	1	64	407	58	12	19	TS
5	1	3	1	4	2	127	407	16	12	19	eR
5	1	3	1	4	3	148	407	36	12	15	UE
5	1	3	1	4	4	234	410	16	9	33	ue
5	1	3	1	4	5	255	407	86	12	27	eae
5	1	3	1	4	6	362	407	77	14	3	Sue
5	1	3	1	4	7	443	407	63	12	5	Rau
5	1	3	1	4	8	511	407	47	12	19	RC
5	1	3	1	4	9	562	408	28	11	7	Le
2	1	4	0	0	0	64	436	296	15	-1	
3	1	4	1	0	0	64	436	296	15	-1	
4	1	4	1	1	0	64	436	296	15	-1	
5	1	4	1	1	1	64	436	41	12	96	Value:
5	1	4	1	1	2	110	437	7	11	96	2
5	1	4	1	1	3	123	437	36	11	96	items
5	1	4	1	1	4	164	440	16	8	96	on
5	1	4	1	1	5	185	440	7	8	93	a
5	1	4	1	1	6	197	437	49	14	92	6-point
5	1	4	1	1	7	251	436	72	15	89	Likert-type
5	1	4	1	1	8	327	436	33	12	89	scale

