level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	640	720	-1	
2	1	1	0	0	0	0	179	253	67	-1	
3	1	1	1	0	0	0	179	253	67	-1	
4	1	1	1	1	0	0	179	183	19	-1	
5	1	1	1	1	1	0	179	183	19	12	cE
4	1	1	1	2	0	48	220	205	26	-1	
5	1	1	1	2	1	48	220	62	21	96	Value
5	1	1	1	2	2	119	220	23	21	97	of
5	1	1	1	2	3	150	226	103	20	96	response
2	1	2	0	0	0	25	282	426	47	-1	
3	1	2	1	0	0	25	282	426	47	-1	
4	1	2	1	1	0	25	282	214	20	-1	
5	1	2	1	1	1	41	282	17	20	29	Te
5	1	2	1	1	2	63	282	130	20	0	tyrcme-laacoe
5	1	2	1	1	3	199	277	40	31	24	lala}
4	1	2	1	2	0	49	310	402	19	-1	
5	1	2	1	2	1	49	311	63	18	96	Logistic
5	1	2	1	2	2	119	311	88	18	96	regression
5	1	2	1	2	3	213	314	21	11	96	on
5	1	2	1	2	4	242	310	82	15	96	likelihood
5	1	2	1	2	5	331	310	17	15	96	of
5	1	2	1	2	6	354	312	97	17	96	acceptance
2	1	3	0	0	0	49	336	535	39	-1	
3	1	3	1	0	0	49	336	535	39	-1	
4	1	3	1	1	0	49	336	535	20	-1	
5	1	3	1	1	1	49	337	96	15	96	Considered
5	1	3	1	1	2	152	337	77	19	96	accepted
5	1	3	1	1	3	237	336	11	16	96	if
5	1	3	1	1	4	252	337	49	15	95	voted
5	1	3	1	1	5	308	341	17	11	95	as
5	1	3	1	1	6	331	337	77	19	96	accepted
5	1	3	1	1	7	415	338	38	14	96	AND
5	1	3	1	1	8	460	337	124	19	96	acknowledged
4	1	3	1	2	0	49	361	111	14	-1	
5	1	3	1	2	1	49	361	39	14	0	Cameo
5	1	3	1	2	2	115	357	49	28	24	Tell}
2	1	4	0	0	0	23	417	544	72	-1	
3	1	4	1	0	0	23	417	544	72	-1	
4	1	4	1	1	0	23	417	180	22	-1	
5	1	4	1	1	1	23	417	50	18	4	BUM
5	1	4	1	1	2	81	420	50	19	0	eS-TaNaec
5	1	4	1	1	3	138	418	65	21	0	ltt
5	1	4	1	1	4	186	413	21	30	12	cy
4	1	4	1	2	0	49	447	518	19	-1	
5	1	4	1	2	1	49	448	53	14	96	Linear
5	1	4	1	2	2	108	448	87	18	96	regression
5	1	4	1	2	3	202	451	21	11	96	on
5	1	4	1	2	4	229	448	70	18	96	Average
5	1	4	1	2	5	305	447	18	15	96	of
5	1	4	1	2	6	328	448	9	14	93	6
5	1	4	1	2	7	344	447	61	15	93	Mturks
5	1	4	1	2	8	411	448	58	18	96	ratings
5	1	4	1	2	9	475	447	24	15	96	for
5	1	4	1	2	10	505	448	9	14	96	2
5	1	4	1	2	11	521	448	46	14	96	items
4	1	4	1	3	0	49	470	276	19	-1	
5	1	4	1	3	1	49	470	50	16	96	about
5	1	4	1	3	2	104	471	29	15	96	the
5	1	4	1	3	3	139	471	45	15	96	value
5	1	4	1	3	4	191	470	17	16	96	of
5	1	4	1	3	5	213	470	28	16	96	the
5	1	4	1	3	6	248	474	77	15	96	response

