level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	640	720	-1	
2	1	1	0	0	0	210	251	220	16	-1	
3	1	1	1	0	0	210	251	220	16	-1	
4	1	1	1	1	0	210	251	220	16	-1	
5	1	1	1	1	1	210	251	138	16	96	Experimental
5	1	1	1	1	2	359	251	71	16	96	Design
2	1	2	0	0	0	129	288	155	53	-1	
3	1	2	1	0	0	129	288	155	53	-1	
4	1	2	1	1	0	140	288	144	8	-1	
5	1	2	1	1	1	140	288	68	8	88	Within-partic
5	1	2	1	1	2	272	289	12	6	74	on
4	1	2	1	2	0	129	333	131	8	-1	
5	1	2	1	2	1	129	335	4	3	57	+=
5	1	2	1	2	2	139	333	6	6	78	9
5	1	2	1	2	3	150	334	67	7	96	participants
5	1	2	1	2	4	222	333	38	7	72	identifi
2	1	3	0	0	0	0	220	640	282	-1	
3	1	3	1	0	0	0	220	640	282	-1	
4	1	3	1	1	0	0	220	640	282	-1	
5	1	3	1	1	1	0	220	640	282	95	 

