0.0	4.0
4.67	11.33
12.67	42.0
42.67	54.0
55.33	60.0
60.67	68.0
68.67	94.0
114.0	135.33
136.67	150.67
151.33	166.67
167.33	177.33
178.0	211.33
220.67	227.33
228.0	237.33
238.0	252.67
253.33	291.33
292.67	304.67
305.33	323.33
344.0	360.0
360.67	398.67
407.33	423.33
424.67	444.67
447.33	455.33
456.0	465.33
466.67	485.33
486.0	528.67
530.0	545.33
561.33	594.67
596.0	616.0
617.33	650.67
651.33	670.67
685.33	693.33
709.33	739.33
742.0	746.0
746.67	751.33
752.0	765.33
766.0	775.33
783.33	808.67
817.33	821.33
831.33	843.33
844.67	863.33
866.0	878.0
878.67	882.67
883.33	888.0
889.33	895.33
896.67	908.0
908.67	922.0
923.33	934.0
934.67	949.33
950.67	974.0
975.33	988.0
988.67	1018.0
1021.33	1038.67
1042.0	1046.0
