level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	640	720	-1	
2	1	1	0	0	0	35	346	121	29	-1	
3	1	1	1	0	0	35	346	121	29	-1	
4	1	1	1	1	0	35	346	121	29	-1	
5	1	1	1	1	1	27	342	36	38	5	STU
5	1	1	1	1	2	62	346	94	29	0	lealaat-1
5	1	1	1	1	3	135	342	7	38	4	a
2	1	2	0	0	0	34	398	553	42	-1	
3	1	2	1	0	0	34	398	553	42	-1	
4	1	2	1	1	0	34	398	553	16	-1	
5	1	2	1	1	1	27	394	16	30	7	LS
5	1	2	1	1	2	45	400	56	14	0	Uutol
5	1	2	1	1	3	87	394	26	30	23	CM
5	1	2	1	1	4	112	394	48	30	0	Lasctale
5	1	2	1	1	5	167	394	28	30	37	late
5	1	2	1	1	6	200	400	47	14	19	Miao)
5	1	2	1	1	7	250	399	43	15	15	oe
5	1	2	1	1	8	299	398	61	16	16	Lic
5	1	2	1	1	9	345	394	24	30	42	ala
5	1	2	1	1	10	375	394	48	30	15	Lace
5	1	2	1	1	11	432	394	26	30	24	Lele
5	1	2	1	1	12	476	399	68	15	4	Malte
5	1	2	1	1	13	555	394	15	30	22	aL
5	1	2	1	1	14	575	404	12	10	15	a)
4	1	2	1	2	0	34	420	190	20	-1	
5	1	2	1	2	1	34	421	81	19	96	in-person
5	1	2	1	2	2	122	420	102	16	95	attendance.

