level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	640	720	-1	
2	1	1	0	0	0	117	251	408	30	-1	
3	1	1	1	0	0	117	251	408	30	-1	
4	1	1	1	1	0	125	251	393	13	-1	
5	1	1	1	1	1	125	251	94	13	91	Magnetips:
5	1	1	1	1	2	226	251	93	13	96	Combining
5	1	1	1	1	3	327	251	74	13	96	Fingertip
5	1	1	1	1	4	408	251	72	13	96	Tracking
5	1	1	1	1	5	487	251	31	10	96	and
4	1	1	1	2	0	117	269	408	12	-1	
5	1	1	1	2	1	117	269	55	12	96	Haptic
5	1	1	1	2	2	179	269	84	10	96	Feedback
5	1	1	1	2	3	270	269	23	10	93	for
5	1	1	1	2	4	299	269	128	10	92	Around-Device
5	1	1	1	2	5	435	269	90	10	96	Interaction
2	1	2	0	0	0	254	294	222	8	-1	
3	1	2	1	0	0	254	294	222	8	-1	
4	1	2	1	1	0	254	294	222	8	-1	
5	1	2	1	1	1	254	295	2	3	0	*,
5	1	2	1	1	2	267	294	26	8	89	Paul
5	1	2	1	1	3	301	294	68	8	0	Strohmeier’,
5	1	2	1	1	4	385	294	40	8	90	Jarrod
5	1	2	1	1	5	432	294	44	8	90	Knibbe
2	1	3	0	0	0	192	459	439	18	-1	
3	1	3	1	0	0	192	459	439	18	-1	
4	1	3	1	1	0	192	459	439	18	-1	
5	1	3	1	1	1	192	459	53	15	90	University
5	1	3	1	1	2	248	455	13	29	96	of
5	1	3	1	1	3	266	468	40	7	96	Copenh
5	1	3	1	1	4	550	467	81	10	96	MONASH
2	1	4	0	0	0	0	220	640	282	-1	
3	1	4	1	0	0	0	220	640	282	-1	
4	1	4	1	1	0	0	220	640	282	-1	
5	1	4	1	1	1	0	220	640	282	95	 

