level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	640	720	-1	
2	1	1	0	0	0	198	238	248	51	-1	
3	1	1	1	0	0	198	238	248	51	-1	
4	1	1	1	1	0	198	238	248	22	-1	
5	1	1	1	1	1	198	238	87	22	96	Signal
5	1	1	1	1	2	298	240	148	20	95	parameter
4	1	1	1	2	0	232	267	178	22	-1	
5	1	1	1	2	1	232	267	178	22	96	optimisation
2	1	2	0	0	0	362	338	231	22	-1	
3	1	2	1	0	0	362	338	231	22	-1	
4	1	2	1	1	0	376	338	203	9	-1	
5	1	2	1	1	1	376	338	66	7	95	Maximum
5	1	2	1	1	2	447	338	66	9	95	perceived
5	1	2	1	1	3	519	338	60	9	96	strength:
4	1	2	1	2	0	362	350	231	10	-1	
5	1	2	1	2	1	362	350	35	8	0	j2ms
5	1	2	1	2	2	402	350	56	8	93	duration
5	1	2	1	2	3	464	350	8	8	93	&
5	1	2	1	2	4	477	351	28	7	85	4ms
5	1	2	1	2	5	510	350	36	10	95	pulse
5	1	2	1	2	6	552	350	41	10	94	length
2	1	3	0	0	0	0	220	640	282	-1	
3	1	3	1	0	0	0	220	640	282	-1	
4	1	3	1	1	0	0	220	640	282	-1	
5	1	3	1	1	1	0	220	640	282	95	 

