level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	640	720	-1	
2	1	1	0	0	0	51	222	126	19	-1	
3	1	1	1	0	0	51	222	126	19	-1	
4	1	1	1	1	0	51	222	126	19	-1	
5	1	1	1	1	1	51	222	126	19	96	Patterns
2	1	2	0	0	0	51	393	277	43	-1	
3	1	2	1	0	0	51	393	277	43	-1	
4	1	2	1	1	0	51	393	142	15	-1	
5	1	2	1	1	1	51	393	13	11	95	>
5	1	2	1	1	2	73	393	35	12	85	Five
5	1	2	1	1	3	116	394	77	14	95	patterns
4	1	2	1	2	0	51	421	277	15	-1	
5	1	2	1	2	1	51	425	13	7	95	>
5	1	2	1	2	2	72	421	65	12	95	Overall
5	1	2	1	2	3	145	421	105	15	96	recognition
5	1	2	1	2	4	258	422	24	11	96	rate:
5	1	2	1	2	5	307	421	21	12	77	92.
2	1	3	0	0	0	50	448	521	16	-1	
3	1	3	1	0	0	50	448	521	16	-1	
4	1	3	1	1	0	50	448	521	16	-1	
5	1	3	1	1	1	50	448	14	12	77	>
5	1	3	1	1	2	72	449	10	12	90	8
5	1	3	1	1	3	90	448	44	15	90	(/16)
5	1	3	1	1	4	142	449	110	15	96	participants
5	1	3	1	1	5	259	449	82	12	96	achieved
5	1	3	1	1	6	349	452	8	9	95	a
5	1	3	1	1	7	366	449	49	12	96	100%
5	1	3	1	1	8	423	449	105	15	95	recognition
5	1	3	1	1	9	536	450	35	11	96	rate
2	1	4	0	0	0	51	475	455	16	-1	
3	1	4	1	0	0	51	475	455	16	-1	
4	1	4	1	1	0	51	475	455	16	-1	
5	1	4	1	1	1	51	476	13	11	95	>
5	1	4	1	1	2	72	477	10	11	92	5
5	1	4	1	1	3	90	475	44	16	92	(/16)
5	1	4	1	1	4	142	477	110	14	96	participants
5	1	4	1	1	5	259	476	101	12	96	committed
5	1	4	1	1	6	368	477	9	11	96	2
5	1	4	1	1	7	385	480	19	8	96	or
5	1	4	1	1	8	411	476	33	12	95	less
5	1	4	1	1	9	451	480	55	8	96	errors
2	1	5	0	0	0	0	174	640	372	-1	
3	1	5	1	0	0	0	174	640	372	-1	
4	1	5	1	1	0	0	174	640	372	-1	
5	1	5	1	1	1	0	174	640	372	95	 

