level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	640	720	-1	
2	1	1	0	0	0	181	414	228	13	-1	
3	1	1	1	0	0	181	414	228	13	-1	
4	1	1	1	1	0	181	414	228	13	-1	
5	1	1	1	1	1	181	414	7	13	94	If
5	1	1	1	1	2	195	417	10	10	94	in
5	1	1	1	1	3	212	415	26	12	96	test
5	1	1	1	1	4	244	414	68	13	93	condition,
5	1	1	1	1	5	324	414	85	13	91	VoiceAssist
2	1	2	0	0	0	74	174	492	372	-1	
3	1	2	1	0	0	74	174	492	372	-1	
4	1	2	1	1	0	74	174	492	372	-1	
5	1	2	1	1	1	74	174	492	372	95	 

