level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	640	720	-1	
2	1	1	0	0	0	24	221	147	25	-1	
3	1	1	1	0	0	24	221	130	25	-1	
4	1	1	1	1	0	144	227	10	14	-1	
5	1	1	1	1	1	144	227	10	14	26	uw
4	1	1	1	2	0	129	227	13	14	-1	
5	1	1	1	2	1	129	227	13	14	19	o
4	1	1	1	3	0	114	227	12	19	-1	
5	1	1	1	3	1	114	227	12	19	74	a
4	1	1	1	4	0	100	227	12	14	-1	
5	1	1	1	4	1	100	227	12	14	0	£
4	1	1	1	5	0	77	221	21	20	-1	
5	1	1	1	5	1	77	221	21	20	37	Z
4	1	1	1	6	0	54	221	21	20	-1	
5	1	1	1	6	1	54	221	21	20	30	2
4	1	1	1	7	0	41	221	11	20	-1	
5	1	1	1	7	1	41	221	11	20	55	<=
4	1	1	1	8	0	24	223	15	18	-1	
5	1	1	1	8	1	24	223	15	18	35	U
2	1	2	0	0	0	0	80	0	640	-1	
3	1	2	1	0	0	0	80	0	640	-1	
4	1	2	1	1	0	0	80	0	640	-1	
5	1	2	1	1	1	0	80	0	640	95	 

