level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	640	720	-1	
2	1	1	0	0	0	23	222	200	20	-1	
3	1	1	1	0	0	23	222	200	20	-1	
4	1	1	1	1	0	23	222	200	20	-1	
5	1	1	1	1	1	23	222	63	20	94	What
5	1	1	1	1	2	93	228	38	14	94	are
5	1	1	1	1	3	139	222	84	20	96	habits?
2	1	2	0	0	0	18	296	289	50	-1	
3	1	2	1	0	0	18	296	289	50	-1	
4	1	2	1	1	0	18	296	288	20	-1	
5	1	2	1	1	1	18	296	58	16	96	Habits
5	1	2	1	1	2	84	300	29	12	97	are
5	1	2	1	1	3	121	296	70	16	96	learned
5	1	2	1	1	4	199	296	84	20	96	impulses
5	1	2	1	1	5	289	297	17	15	96	to
4	1	2	1	2	0	18	326	289	20	-1	
5	1	2	1	2	1	18	326	71	20	96	perform
5	1	2	1	2	2	97	330	10	12	96	a
5	1	2	1	2	3	115	326	88	20	96	particular
5	1	2	1	2	4	210	326	97	19	96	behaviour,
2	1	3	0	0	0	17	356	320	50	-1	
3	1	3	1	0	0	17	356	320	50	-1	
4	1	3	1	1	0	17	356	285	20	-1	
5	1	3	1	1	1	17	356	83	20	96	triggered
5	1	3	1	1	2	108	356	68	16	96	outside
5	1	3	1	1	3	183	356	18	16	97	of
5	1	3	1	1	4	207	356	95	16	96	conscious
4	1	3	1	2	0	17	386	320	20	-1	
5	1	3	1	2	1	17	390	103	12	96	awareness
5	1	3	1	2	2	127	386	22	20	96	by
5	1	3	1	2	3	156	390	10	12	96	a
5	1	3	1	2	4	174	386	88	20	96	particular
5	1	3	1	2	5	268	386	69	16	96	context
2	1	4	0	0	0	17	444	280	20	-1	
3	1	4	1	0	0	17	444	280	20	-1	
4	1	4	1	1	0	17	444	280	20	-1	
5	1	4	1	1	1	17	444	95	20	96	Challenge
5	1	4	1	1	2	120	444	34	16	96	and
5	1	4	1	1	3	162	448	22	12	96	an
5	1	4	1	1	4	191	444	106	20	96	opportunity
2	1	5	0	0	0	0	174	640	372	-1	
3	1	5	1	0	0	0	174	640	372	-1	
4	1	5	1	1	0	0	174	640	372	-1	
5	1	5	1	1	1	0	174	640	372	95	 

