level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	640	720	-1	
2	1	1	0	0	0	70	218	473	284	-1	
3	1	1	1	0	0	70	218	473	284	-1	
4	1	1	1	1	0	70	218	473	178	-1	
5	1	1	1	1	1	70	218	473	178	95	   
4	1	1	1	2	0	70	396	106	106	-1	
5	1	1	1	2	1	70	396	106	106	95	 
2	1	2	0	0	0	190	378	329	49	-1	
3	1	2	1	0	0	190	378	329	49	-1	
4	1	2	1	1	0	190	378	322	12	-1	
5	1	2	1	1	1	190	378	72	12	20	Se
5	1	2	1	1	2	283	368	21	30	22	ee
5	1	2	1	1	3	301	378	127	12	25	ner
5	1	2	1	1	4	432	378	80	11	15	ea
4	1	2	1	2	0	191	396	328	13	-1	
5	1	2	1	2	1	191	396	328	13	0	neuro
4	1	2	1	3	0	191	415	155	12	-1	
5	1	2	1	3	1	191	415	155	12	6	Deeg

