level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	640	720	-1	
2	1	1	0	0	0	106	223	415	26	-1	
3	1	1	1	0	0	106	223	415	26	-1	
4	1	1	1	1	0	106	223	415	26	-1	
5	1	1	1	1	1	106	224	56	25	92	cting
5	1	1	1	1	2	171	229	27	14	94	on
5	1	1	1	1	3	208	229	11	14	93	a
5	1	1	1	1	4	230	223	211	26	92	Misunderstanding
5	1	1	1	1	5	450	223	71	25	92	(AoM)
2	1	2	0	0	0	82	310	491	45	-1	
3	1	2	1	0	0	82	310	491	45	-1	
4	1	2	1	1	0	82	310	491	22	-1	
5	1	2	1	1	1	82	314	71	17	96	(Mother):
5	1	2	1	1	2	159	314	43	14	96	Alexa.
5	1	2	1	1	3	208	315	35	13	96	Who
5	1	2	1	1	4	249	315	10	13	96	is
5	1	2	1	1	5	266	310	77	18	96	Eastern
5	1	2	1	1	6	350	315	29	13	95	East
5	1	2	1	1	7	384	315	38	13	96	Asia?
5	1	2	1	1	8	428	315	40	13	96	What
5	1	2	1	1	9	474	311	82	21	75	Country
5	1	2	1	1	10	563	315	10	13	96	is
4	1	2	1	2	0	82	342	73	13	-1	
5	1	2	1	2	1	82	342	29	13	96	East
5	1	2	1	2	2	116	342	39	13	96	Asia?
2	1	3	0	0	0	82	397	476	48	-1	
3	1	3	1	0	0	82	397	476	48	-1	
4	1	3	1	1	0	82	397	476	22	-1	
5	1	3	1	1	1	82	402	49	16	94	(Alexa):
5	1	3	1	1	2	141	402	43	13	96	There
5	1	3	1	1	3	190	406	23	9	96	are
5	1	3	1	1	4	219	406	17	9	96	no
5	1	3	1	1	5	243	403	21	12	96	UN
5	1	3	1	1	6	271	402	79	17	95	recognized
5	1	3	1	1	7	357	397	99	18	87	Countries
5	1	3	1	1	8	462	406	11	9	94	in
5	1	3	1	1	9	481	398	77	17	94	Eastern
4	1	3	1	2	0	82	429	56	16	-1	
5	1	3	1	2	1	82	429	56	16	96	Europe.
2	1	4	0	0	0	0	174	640	372	-1	
3	1	4	1	0	0	0	174	640	372	-1	
4	1	4	1	1	0	0	174	640	372	-1	
5	1	4	1	1	1	0	174	640	372	95	 

