level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	640	720	-1	
2	1	1	0	0	0	29	351	339	25	-1	
3	1	1	1	0	0	29	351	339	25	-1	
4	1	1	1	1	0	29	351	339	25	-1	
5	1	1	1	1	1	29	351	93	25	96	1,051
5	1	1	1	1	2	244	351	124	25	96	30,376
2	1	2	0	0	0	40	383	315	23	-1	
3	1	2	1	0	0	40	383	315	23	-1	
4	1	2	1	1	0	51	383	304	10	-1	
5	1	2	1	1	1	51	384	64	9	7	jegistered
5	1	2	1	1	2	256	383	22	8	89	Full
5	1	2	1	1	3	285	383	70	8	62	Multi-labet
4	1	2	1	2	0	40	397	294	9	-1	
5	1	2	1	2	1	40	398	66	8	92	Annotator
5	1	2	1	2	2	263	397	71	8	88	Annotatior
2	1	3	0	0	0	0	186	640	350	-1	
3	1	3	1	0	0	0	186	640	350	-1	
4	1	3	1	1	0	0	186	640	350	-1	
5	1	3	1	1	1	0	186	640	350	95	 

